346	0.0012547						
347	0.0011684						
348	0.0010820						
349	0.0010027						
350	0.0009233						
351	0.0008513						
352	0.0007793						
353	0.0007151						
354	0.0006508						
355	0.0005944						
356	0.0005379						
357	0.0004892						
358	0.0004404						
359	0.0003991						
360	0.0003578						
361	0.0003235						
362	0.0002892						
363	0.0002612						
364	0.0002331						
365	0.0002107						
366	0.0001882						
367	0.0001704						
368	0.0001525						
369	0.0001384						
370	0.0001242						
371	0.0001129						
372	0.0001016						
373	0.0000923						
374	0.0000830						
375	0.0000750						
376	0.0000669						
377	0.0000596						
378	0.0000522						
379	0.0000453						
380	0.0000384						
381	0.0000322						
382	0.0000259						
383	0.0000206						
384	0.0000153						
385	0.0000114						
386	0.0000074						
387	0.0000050						
388	0.0000025						
389	0.0000016						
390	0.0000006						
391	0.0000003						
392	0.0000000						
					
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
